Patron Type Code,Patron Type Definition,Total Checkouts,Total Renewals,Age Range,Home Library Code,Home Library Definition,Circulation Active Month,Circulation Active Year,Provided Email Address,Year Patron Registered
0,Adult,838,382,55 to 59 years,r3,Richmond,Jun,2023,TRUE,2003
0,Adult,1,0,25 to 34 years,r3,Richmond,Jun,2023,TRUE,2017
0,Adult,1007,528,60 to 64 years,s7,Sunset,Jul,2022,TRUE,2003
0,Adult,4806,3981,45 to 54 years,m6,Mission,Jun,2023,TRUE,2003
3,Senior,46,27,65 to 74 years,m6,Mission,May,2023,TRUE,2019
0,Adult,0,0,55 to 59 years,r3,Richmond,Jul,2022,TRUE,2022
2,Teen,88,34,10 to 19 years,c2,Chinatown,Feb,2023,TRUE,2019
2,Teen,0,0,10 to 19 years,c2,Chinatown,,,TRUE,2023
2,Teen,0,0,10 to 19 years,c2,Chinatown,,,TRUE,2023
0,Adult,0,0,45 to 54 years,c2,Chinatown,Jul,2023,TRUE,2023
0,Adult,0,0,45 to 54 years,c2,Chinatown,Jul,2023,TRUE,2017
1,Juvenile,0,0,10 to 19 years,c2,Chinatown,,,TRUE,2023
1,Juvenile,0,0,0 to 9 years,c2,Chinatown,Mar,2023,TRUE,2023
0,Adult,0,0,55 to 59 years,c2,Chinatown,Jul,2023,FALSE,2021
0,Adult,0,0,20 to 24 years,m6,Mission,Apr,2022,TRUE,2019
0,Adult,3,0,35 to 44 years,c2,Chinatown,Jul,2023,FALSE,2023
0,Adult,5,12,25 to 34 years,s7,Sunset,Feb,2023,TRUE,2013
0,Adult,1,0,55 to 59 years,s7,Sunset,Jun,2023,TRUE,2014
0,Adult,4,2,20 to 24 years,c2,Chinatown,Jun,2023,TRUE,2019
0,Adult,1,0,35 to 44 years,s7,Sunset,Jun,2023,TRUE,2019
0,Adult,0,0,25 to 34 years,c2,Chinatown,Jun,2023,TRUE,2019
0,Adult,1,1,25 to 34 years,m6,Mission,Nov,2020,TRUE,2019
0,Adult,0,0,25 to 34 years,r3,Richmond,Apr,2023,TRUE,2019
0,Adult,0,0,25 to 34 years,m6,Mission,Jun,2023,TRUE,2022
0,Adult,0,0,25 to 34 years,m6,Mission,,,TRUE,2022
0,Adult,88,97,35 to 44 years,m6,Mission,Jul,2023,TRUE,2011
0,Adult,23,27,25 to 34 years,m6,Mission,Jul,2023,TRUE,2018
0,Adult,0,0,25 to 34 years,c2,Chinatown,Jul,2023,TRUE,2017
0,Adult,0,0,45 to 54 years,c2,Chinatown,Jul,2023,TRUE,2019
0,Adult,0,0,35 to 44 years,c2,Chinatown,Jul,2023,TRUE,2015
0,Adult,0,0,45 to 54 years,c2,Chinatown,Feb,2023,TRUE,2019
0,Adult,4,13,25 to 34 years,m6,Mission,Dec,2022,TRUE,2019
0,Adult,0,0,25 to 34 years,m6,Mission,Jul,2023,TRUE,2020
0,Adult,0,0,25 to 34 years,m6,Mission,Jul,2023,TRUE,2022
0,Adult,0,0,35 to 44 years,r3,Richmond,Sep,2021,TRUE,2016
0,Adult,0,0,35 to 44 years,r3,Richmond,Jul,2023,TRUE,2016
0,Adult,2,3,25 to 34 years,s7,Sunset,Apr,2021,TRUE,2020
0,Adult,0,0,35 to 44 years,s7,Sunset,Oct,2021,TRUE,2017
0,Adult,0,0,20 to 24 years,s7,Sunset,Apr,2023,TRUE,2022
3,Senior,0,0,65 to 74 years,c2,Chinatown,Jul,2023,TRUE,2018
0,Adult,1,0,35 to 44 years,r3,Richmond,Jul,2022,TRUE,2019
0,Adult,0,0,35 to 44 years,r3,Richmond,Jul,2023,TRUE,2018
1,Juvenile,0,0,0 to 9 years,c2,Chinatown,,,TRUE,2023
0,Adult,0,0,45 to 54 years,c2,Chinatown,,,TRUE,2023
1,Juvenile,15,0,10 to 19 years,c2,Chinatown,Jan,2023,TRUE,2023
0,Adult,0,0,35 to 44 years,m6,Mission,,,TRUE,2023
0,Adult,63,72,35 to 44 years,m6,Mission,Jul,2023,TRUE,2012
0,Adult,4,12,35 to 44 years,s7,Sunset,Jan,2023,TRUE,2011
0,Adult,7,0,55 to 59 years,r3,Richmond,Feb,2022,TRUE,2021
0,Adult,0,0,25 to 34 years,m6,Mission,Jan,2023,TRUE,2022
0,Adult,1,0,25 to 34 years,m6,Mission,Aug,2019,TRUE,2019
0,Adult,0,0,25 to 34 years,m6,Mission,,,TRUE,2022
0,Adult,0,0,45 to 54 years,r3,Richmond,Jul,2023,FALSE,2019
0,Adult,134,193,35 to 44 years,m6,Mission,Jul,2023,TRUE,2010
0,Adult,0,0,25 to 34 years,c2,Chinatown,Sep,2022,TRUE,2022
0,Adult,0,0,35 to 44 years,c2,Chinatown,,,TRUE,2022
0,Adult,0,0,35 to 44 years,c2,Chinatown,,,TRUE,2022
0,Adult,95,0,60 to 64 years,c2,Chinatown,Jul,2023,TRUE,2008
2,Teen,282,0,10 to 19 years,c2,Chinatown,Oct,2020,FALSE,2012
0,Adult,0,0,35 to 44 years,s7,Sunset,Apr,2023,TRUE,2023
0,Adult,0,0,35 to 44 years,s7,Sunset,Jul,2023,TRUE,2022
3,Senior,0,0,65 to 74 years,m6,Mission,Jul,2023,TRUE,2013
0,Adult,0,0,25 to 34 years,m6,Mission,Nov,2022,TRUE,2017
0,Adult,3,9,25 to 34 years,m6,Mission,Jul,2023,TRUE,2023
0,Adult,0,0,25 to 34 years,m6,Mission,Apr,2023,TRUE,2017
0,Adult,0,0,55 to 59 years,s7,Sunset,Jun,2023,TRUE,2022
3,Senior,0,0,75 years and over,c2,Chinatown,Aug,2021,TRUE,2016
0,Adult,0,0,25 to 34 years,s7,Sunset,Jul,2023,TRUE,2021
0,Adult,0,0,35 to 44 years,s7,Sunset,Jan,2023,TRUE,2022
0,Adult,0,0,25 to 34 years,m6,Mission,,,TRUE,2019
0,Adult,84,102,35 to 44 years,s7,Sunset,Jun,2023,TRUE,2013
3,Senior,0,0,75 years and over,r3,Richmond,Jul,2023,TRUE,2022
0,Adult,0,0,55 to 59 years,s7,Sunset,Oct,2019,TRUE,2019
0,Adult,0,0,35 to 44 years,c2,Chinatown,Jun,2023,TRUE,2019
0,Adult,0,0,35 to 44 years,m6,Mission,Jul,2023,TRUE,2022
0,Adult,166,185,35 to 44 years,m6,Mission,Jul,2023,TRUE,2006
3,Senior,0,0,65 to 74 years,r3,Richmond,Jun,2023,TRUE,2013
0,Adult,71,79,25 to 34 years,s7,Sunset,Jul,2023,TRUE,2017
3,Senior,24,33,65 to 74 years,c2,Chinatown,Jul,2023,TRUE,2019
0,Adult,29,34,60 to 64 years,c2,Chinatown,Jul,2023,TRUE,2019
0,Adult,0,0,60 to 64 years,r3,Richmond,Aug,2019,TRUE,2019
0,Adult,20,7,35 to 44 years,m6,Mission,Jul,2023,TRUE,2014
0,Adult,275,224,35 to 44 years,c2,Chinatown,Jun,2022,TRUE,2008
0,Adult,1,0,35 to 44 years,c2,Chinatown,Jul,2020,TRUE,2019
0,Adult,0,0,35 to 44 years,m6,Mission,Jul,2023,TRUE,2022
0,Adult,17,10,45 to 54 years,r3,Richmond,Dec,2022,TRUE,2018
0,Adult,6,12,25 to 34 years,r3,Richmond,Jun,2023,TRUE,2022
0,Adult,0,0,25 to 34 years,m6,Mission,Sep,2020,FALSE,2018
0,Adult,521,1237,35 to 44 years,c2,Chinatown,May,2021,TRUE,2015
0,Adult,0,0,25 to 34 years,c2,Chinatown,Jul,2023,TRUE,2019
0,Adult,0,0,25 to 34 years,m6,Mission,Jul,2023,TRUE,2022
0,Adult,311,364,45 to 54 years,r3,Richmond,Jul,2023,TRUE,2010
0,Adult,183,83,25 to 34 years,r3,Richmond,Oct,2022,TRUE,2018
0,Adult,0,0,20 to 24 years,s7,Sunset,,,TRUE,2023
0,Adult,0,0,65 to 74 years,s7,Sunset,,,TRUE,2023
3,Senior,2,0,65 to 74 years,r3,Richmond,Jan,2020,TRUE,2015
0,Adult,0,0,55 to 59 years,r3,Richmond,,,TRUE,2022
0,Adult,2,0,25 to 34 years,s7,Sunset,Jul,2023,TRUE,2018
0,Adult,23,0,45 to 54 years,r3,Richmond,Jul,2023,TRUE,2019
0,Adult,0,0,60 to 64 years,s7,Sunset,Jul,2023,TRUE,2017
0,Adult,0,0,45 to 54 years,r3,Richmond,Jul,2023,TRUE,2019
1,Juvenile,26,6,10 to 19 years,r3,Richmond,Jul,2023,TRUE,2019
0,Adult,0,0,25 to 34 years,s7,Sunset,Apr,2022,FALSE,2022
0,Adult,4,0,35 to 44 years,c2,Chinatown,Aug,2022,TRUE,2009
0,Adult,0,0,45 to 54 years,c2,Chinatown,Jan,2023,TRUE,2018
0,Adult,0,0,45 to 54 years,r3,Richmond,Dec,2019,TRUE,2019
0,Adult,0,0,35 to 44 years,c2,Chinatown,Jun,2023,TRUE,2017
0,Adult,0,0,45 to 54 years,c2,Chinatown,Apr,2023,TRUE,2014
3,Senior,0,0,65 to 74 years,c2,Chinatown,Dec,2022,TRUE,2022
3,Senior,255,10,65 to 74 years,r3,Richmond,Jun,2022,TRUE,2014
0,Adult,0,0,35 to 44 years,s7,Sunset,Apr,2023,TRUE,2018
0,Adult,8,20,20 to 24 years,c2,Chinatown,Feb,2020,TRUE,2019
0,Adult,0,0,60 to 64 years,c2,Chinatown,Jun,2023,TRUE,2015
0,Adult,0,0,45 to 54 years,c2,Chinatown,Jun,2023,TRUE,2013
3,Senior,0,0,65 to 74 years,c2,Chinatown,Jul,2023,TRUE,2015
3,Senior,0,0,65 to 74 years,c2,Chinatown,Jul,2023,TRUE,2017
0,Adult,0,0,25 to 34 years,c2,Chinatown,Sep,2019,FALSE,2019
0,Adult,0,0,25 to 34 years,s7,Sunset,Jan,2023,TRUE,2023
0,Adult,0,0,20 to 24 years,c2,Chinatown,,,TRUE,2022
3,Senior,0,0,75 years and over,r3,Richmond,May,2022,TRUE,2019
0,Adult,0,0,25 to 34 years,s7,Sunset,Jul,2023,TRUE,2017
0,Adult,178,117,25 to 34 years,r3,Richmond,Jul,2023,TRUE,2018
0,Adult,0,0,45 to 54 years,s7,Sunset,Jul,2023,TRUE,2013
0,Adult,0,0,45 to 54 years,m6,Mission,Jul,2019,TRUE,2019
0,Adult,0,0,35 to 44 years,c2,Chinatown,Jul,2023,TRUE,2017
0,Adult,0,0,45 to 54 years,c2,Chinatown,Jul,2023,TRUE,2011
3,Senior,0,0,65 to 74 years,c2,Chinatown,Jul,2023,TRUE,2015
0,Adult,0,0,35 to 44 years,c2,Chinatown,Jul,2023,TRUE,2019
0,Adult,0,0,25 to 34 years,r3,Richmond,Jul,2023,TRUE,2017
0,Adult,0,0,25 to 34 years,m6,Mission,,,TRUE,2019
0,Adult,3,3,25 to 34 years,s7,Sunset,Jul,2023,TRUE,2023
0,Adult,0,0,35 to 44 years,m6,Mission,Jul,2023,TRUE,2019
0,Adult,0,0,35 to 44 years,r3,Richmond,Feb,2022,TRUE,2013
0,Adult,0,0,45 to 54 years,c2,Chinatown,Jun,2022,TRUE,2012
0,Adult,0,0,35 to 44 years,m6,Mission,May,2023,TRUE,2019
0,Adult,0,0,45 to 54 years,r3,Richmond,Jun,2023,FALSE,2023
0,Adult,8,0,35 to 44 years,s7,Sunset,Jul,2023,TRUE,2010
0,Adult,0,0,45 to 54 years,m6,Mission,Jun,2023,TRUE,2016
0,Adult,0,0,35 to 44 years,c2,Chinatown,Jul,2023,TRUE,2019
0,Adult,0,0,35 to 44 years,m6,Mission,Mar,2023,TRUE,2019
0,Adult,0,0,35 to 44 years,r3,Richmond,Apr,2023,TRUE,2019
0,Adult,3,3,55 to 59 years,r3,Richmond,Jul,2023,TRUE,2003
0,Adult,0,0,25 to 34 years,m6,Mission,Feb,2023,TRUE,2022
0,Adult,0,0,35 to 44 years,s7,Sunset,Jul,2023,TRUE,2019
0,Adult,0,0,25 to 34 years,c2,Chinatown,May,2021,TRUE,2018
0,Adult,0,0,25 to 34 years,c2,Chinatown,Jun,2023,TRUE,2019
0,Adult,0,0,55 to 59 years,c2,Chinatown,Jul,2023,TRUE,2016
0,Adult,0,0,25 to 34 years,m6,Mission,Jun,2023,TRUE,2023
0,Adult,3,2,35 to 44 years,s7,Sunset,Jul,2023,TRUE,2007
0,Adult,3,3,25 to 34 years,c2,Chinatown,Jun,2023,TRUE,2022
0,Adult,0,0,45 to 54 years,c2,Chinatown,Jul,2023,TRUE,2013
0,Adult,4,0,25 to 34 years,c2,Chinatown,Nov,2019,TRUE,2019
3,Senior,1,0,65 to 74 years,m6,Mission,Jul,2023,TRUE,2017
0,Adult,7,21,20 to 24 years,r3,Richmond,Sep,2022,TRUE,2022
0,Adult,2,0,25 to 34 years,c2,Chinatown,May,2023,TRUE,2022
0,Adult,143,146,35 to 44 years,c2,Chinatown,Jun,2023,TRUE,2007
3,Senior,0,0,65 to 74 years,c2,Chinatown,Jul,2023,FALSE,2016
0,Adult,0,0,25 to 34 years,m6,Mission,Jul,2023,TRUE,2018
0,Adult,9,7,25 to 34 years,m6,Mission,Jun,2023,TRUE,2015
0,Adult,29,75,25 to 34 years,m6,Mission,May,2023,TRUE,2011
0,Adult,0,0,45 to 54 years,r3,Richmond,Jan,2023,TRUE,2019
0,Adult,0,0,25 to 34 years,s7,Sunset,Jul,2023,TRUE,2017
3,Senior,0,0,65 to 74 years,s7,Sunset,Jul,2023,TRUE,2017
3,Senior,0,0,65 to 74 years,r3,Richmond,Nov,2021,TRUE,2017
0,Adult,0,0,45 to 54 years,s7,Sunset,Apr,2023,TRUE,2023
3,Senior,9,1,65 to 74 years,m6,Mission,Jul,2023,TRUE,2023
0,Adult,0,0,25 to 34 years,r3,Richmond,,,TRUE,2019
0,Adult,0,0,35 to 44 years,c2,Chinatown,Jul,2023,TRUE,2023
0,Adult,0,0,35 to 44 years,c2,Chinatown,,,TRUE,2023
0,Adult,0,0,45 to 54 years,r3,Richmond,Jul,2023,TRUE,2015
0,Adult,0,0,25 to 34 years,r3,Richmond,Jul,2023,TRUE,2022
0,Adult,5,1,25 to 34 years,c2,Chinatown,Jun,2023,TRUE,2018
0,Adult,1,0,25 to 34 years,m6,Mission,Mar,2023,TRUE,2023
3,Senior,0,0,65 to 74 years,c2,Chinatown,Jul,2023,TRUE,2017
0,Adult,0,0,35 to 44 years,c2,Chinatown,Jun,2022,TRUE,2019
0,Adult,0,0,25 to 34 years,m6,Mission,Jul,2023,TRUE,2017
0,Adult,7,0,20 to 24 years,s7,Sunset,Jan,2023,TRUE,2023
0,Adult,22,5,35 to 44 years,s7,Sunset,Jul,2023,TRUE,2011
0,Adult,3,1,25 to 34 years,c2,Chinatown,Sep,2022,TRUE,2022
1,Juvenile,0,0,10 to 19 years,r3,Richmond,Dec,2019,FALSE,2019
3,Senior,6,4,65 to 74 years,s7,Sunset,Apr,2023,TRUE,2019
0,Adult,0,0,45 to 54 years,c2,Chinatown,Jul,2023,TRUE,2019
0,Adult,0,0,55 to 59 years,c2,Chinatown,Nov,2019,TRUE,2019
0,Adult,0,0,55 to 59 years,c2,Chinatown,Jul,2023,TRUE,2016
0,Adult,1,0,35 to 44 years,r3,Richmond,Jan,2022,TRUE,2016
0,Adult,0,0,25 to 34 years,c2,Chinatown,May,2021,TRUE,2019
0,Adult,0,0,35 to 44 years,c2,Chinatown,Dec,2022,FALSE,2022
0,Adult,1552,1504,45 to 54 years,m6,Mission,Jul,2023,TRUE,2007
2,Teen,0,0,10 to 19 years,c2,Chinatown,Jun,2022,TRUE,2019
0,Adult,0,0,45 to 54 years,c2,Chinatown,Jan,2023,TRUE,2019
0,Adult,0,0,35 to 44 years,c2,Chinatown,Apr,2023,TRUE,2012
2,Teen,0,0,10 to 19 years,c2,Chinatown,Aug,2022,TRUE,2019
0,Adult,0,0,25 to 34 years,c2,Chinatown,Apr,2022,TRUE,2019
3,Senior,0,0,65 to 74 years,r3,Richmond,Jul,2023,TRUE,2009
0,Adult,6,19,25 to 34 years,m6,Mission,Mar,2023,TRUE,2016
0,Adult,0,0,25 to 34 years,m6,Mission,May,2023,TRUE,2018
0,Adult,3,6,25 to 34 years,c2,Chinatown,May,2023,TRUE,2018
0,Adult,3,3,25 to 34 years,r3,Richmond,Oct,2019,TRUE,2019
0,Adult,0,0,20 to 24 years,s7,Sunset,Dec,2021,TRUE,2021
0,Adult,217,36,35 to 44 years,c2,Chinatown,Mar,2023,FALSE,2006
0,Adult,0,0,25 to 34 years,m6,Mission,,,TRUE,2023
0,Adult,5,4,25 to 34 years,c2,Chinatown,Jul,2023,TRUE,2016
0,Adult,0,0,35 to 44 years,m6,Mission,Jul,2023,TRUE,2019
0,Adult,2,2,20 to 24 years,c2,Chinatown,Aug,2022,TRUE,2022
0,Adult,0,0,25 to 34 years,c2,Chinatown,Nov,2022,TRUE,2021
0,Adult,0,0,25 to 34 years,m6,Mission,Aug,2019,TRUE,2019
3,Senior,0,0,75 years and over,r3,Richmond,Jun,2023,TRUE,2017
0,Adult,11,20,25 to 34 years,s7,Sunset,Jun,2023,TRUE,2016
0,Adult,0,0,45 to 54 years,c2,Chinatown,Apr,2023,TRUE,2015
0,Adult,2,0,35 to 44 years,c2,Chinatown,Mar,2022,FALSE,2022
0,Adult,4,6,35 to 44 years,r3,Richmond,Dec,2022,TRUE,2015
0,Adult,0,0,35 to 44 years,c2,Chinatown,Jul,2023,TRUE,2020
0,Adult,225,312,35 to 44 years,m6,Mission,Jul,2023,TRUE,2004
0,Adult,0,0,35 to 44 years,m6,Mission,Apr,2023,TRUE,2018
0,Adult,10,5,35 to 44 years,s7,Sunset,Jul,2023,TRUE,2013
0,Adult,0,0,20 to 24 years,m6,Mission,Jul,2023,TRUE,2022
0,Adult,28,50,35 to 44 years,m6,Mission,Nov,2022,TRUE,2019
0,Adult,7,5,25 to 34 years,m6,Mission,Jul,2023,TRUE,2017
0,Adult,131,49,45 to 54 years,r3,Richmond,Jul,2023,TRUE,2003
0,Adult,378,127,35 to 44 years,s7,Sunset,Jan,2019,TRUE,2010
0,Adult,0,0,35 to 44 years,r3,Richmond,Jun,2022,TRUE,2017
0,Adult,0,0,35 to 44 years,s7,Sunset,Jun,2023,TRUE,2016
0,Adult,0,0,25 to 34 years,m6,Mission,Oct,2021,TRUE,2016
0,Adult,12,20,25 to 34 years,s7,Sunset,May,2022,TRUE,2018
0,Adult,0,0,25 to 34 years,r3,Richmond,Jul,2023,TRUE,2017
0,Adult,0,0,20 to 24 years,c2,Chinatown,May,2022,TRUE,2022
0,Adult,0,0,25 to 34 years,c2,Chinatown,Oct,2022,TRUE,2022
0,Adult,0,0,55 to 59 years,c2,Chinatown,Jun,2023,TRUE,2019
0,Adult,0,0,55 to 59 years,c2,Chinatown,Jul,2023,TRUE,2019
0,Adult,35,84,25 to 34 years,s7,Sunset,Jul,2023,TRUE,2019
0,Adult,0,0,35 to 44 years,m6,Mission,Jul,2023,TRUE,2023
3,Senior,3,2,65 to 74 years,s7,Sunset,Sep,2022,TRUE,2022
0,Adult,0,0,25 to 34 years,s7,Sunset,Dec,2019,FALSE,2019
3,Senior,3,0,65 to 74 years,c2,Chinatown,Mar,2020,TRUE,2009
0,Adult,0,0,45 to 54 years,c2,Chinatown,Oct,2020,TRUE,2012
0,Adult,0,0,45 to 54 years,s7,Sunset,Jul,2023,TRUE,2015
2,Teen,60,4,10 to 19 years,s7,Sunset,Jan,2023,TRUE,2015
0,Adult,0,0,25 to 34 years,c2,Chinatown,Mar,2023,TRUE,2016
0,Adult,0,0,25 to 34 years,c2,Chinatown,Mar,2022,FALSE,2022
0,Adult,18,17,35 to 44 years,m6,Mission,Mar,2023,FALSE,2012
0,Adult,0,0,60 to 64 years,c2,Chinatown,Sep,2022,TRUE,2018
3,Senior,0,0,65 to 74 years,c2,Chinatown,Jul,2019,TRUE,2019
0,Adult,16,15,35 to 44 years,m6,Mission,Jul,2023,TRUE,2018
0,Adult,0,0,25 to 34 years,c2,Chinatown,Jul,2023,TRUE,2022
0,Adult,1,0,45 to 54 years,c2,Chinatown,Nov,2021,TRUE,2021
0,Adult,4,0,35 to 44 years,r3,Richmond,Jan,2023,TRUE,2019
0,Adult,0,0,35 to 44 years,r3,Richmond,Jan,2023,TRUE,2019
0,Adult,0,0,35 to 44 years,s7,Sunset,,,TRUE,2019
0,Adult,0,0,25 to 34 years,c2,Chinatown,Jul,2023,TRUE,2019
0,Adult,0,0,35 to 44 years,m6,Mission,Oct,2021,TRUE,2017
0,Adult,0,0,25 to 34 years,c2,Chinatown,Jun,2023,TRUE,2017
0,Adult,0,0,35 to 44 years,m6,Mission,Jul,2023,TRUE,2018
3,Senior,0,0,65 to 74 years,r3,Richmond,,,TRUE,2021
0,Adult,0,0,10 to 19 years,c2,Chinatown,May,2023,TRUE,2023
0,Adult,0,0,35 to 44 years,c2,Chinatown,Jun,2023,TRUE,2022
0,Adult,0,0,55 to 59 years,c2,Chinatown,Jul,2023,TRUE,2023
0,Adult,0,0,25 to 34 years,c2,Chinatown,Nov,2022,TRUE,2019
0,Adult,164,45,25 to 34 years,r3,Richmond,May,2023,TRUE,2018
0,Adult,0,0,35 to 44 years,m6,Mission,Jan,2022,TRUE,2013
0,Adult,0,0,60 to 64 years,r3,Richmond,Dec,2020,TRUE,2012
3,Senior,0,0,65 to 74 years,c2,Chinatown,Jul,2023,FALSE,2021
3,Senior,0,0,65 to 74 years,c2,Chinatown,Jul,2023,TRUE,2023
0,Adult,0,0,25 to 34 years,r3,Richmond,Jul,2023,TRUE,2022
0,Adult,1,0,25 to 34 years,s7,Sunset,Jul,2023,TRUE,2017
0,Adult,0,0,25 to 34 years,c2,Chinatown,May,2021,TRUE,2021
3,Senior,0,0,65 to 74 years,c2,Chinatown,Apr,2023,TRUE,2019
0,Adult,0,0,45 to 54 years,c2,Chinatown,Jun,2023,TRUE,2015
3,Senior,0,0,65 to 74 years,c2,Chinatown,Jul,2023,TRUE,2015
0,Adult,0,0,45 to 54 years,c2,Chinatown,Jul,2023,TRUE,2018
0,Adult,0,0,25 to 34 years,s7,Sunset,Jan,2023,TRUE,2023
0,Adult,0,0,35 to 44 years,m6,Mission,Jul,2023,TRUE,2022
0,Adult,0,0,25 to 34 years,m6,Mission,Nov,2022,TRUE,2018
3,Senior,0,0,65 to 74 years,c2,Chinatown,Jun,2023,TRUE,2013
0,Adult,0,0,35 to 44 years,m6,Mission,Apr,2020,TRUE,2019
0,Adult,0,0,25 to 34 years,m6,Mission,Jul,2023,TRUE,2019
0,Adult,167,184,25 to 34 years,m6,Mission,May,2023,TRUE,2014
2,Teen,0,0,10 to 19 years,m6,Mission,,,FALSE,2019
0,Adult,4,8,25 to 34 years,r3,Richmond,Dec,2021,TRUE,2016
3,Senior,12,0,75 years and over,r3,Richmond,Dec,2022,TRUE,2016
0,Adult,147,269,25 to 34 years,s7,Sunset,Jul,2023,TRUE,2017
3,Senior,22,3,65 to 74 years,s7,Sunset,Aug,2022,TRUE,2021
0,Adult,0,0,55 to 59 years,c2,Chinatown,May,2023,TRUE,2014
0,Adult,0,0,45 to 54 years,c2,Chinatown,Jul,2023,TRUE,2022
0,Adult,0,0,25 to 34 years,c2,Chinatown,Jul,2022,TRUE,2022
0,Adult,0,0,60 to 64 years,r3,Richmond,Jun,2023,TRUE,2010
0,Adult,160,166,35 to 44 years,s7,Sunset,Jul,2023,TRUE,2006
0,Adult,0,0,45 to 54 years,c2,Chinatown,Jun,2023,TRUE,2018
0,Adult,15,6,35 to 44 years,s7,Sunset,Jul,2023,TRUE,2019
0,Adult,0,0,20 to 24 years,c2,Chinatown,Jul,2023,TRUE,2022
3,Senior,0,0,65 to 74 years,c2,Chinatown,Jun,2023,TRUE,2022
3,Senior,0,0,65 to 74 years,r3,Richmond,,,TRUE,2013
0,Adult,0,0,55 to 59 years,c2,Chinatown,Jul,2023,TRUE,2019
0,Adult,7,4,35 to 44 years,m6,Mission,Jul,2023,TRUE,2017
3,Senior,0,0,65 to 74 years,r3,Richmond,Apr,2023,TRUE,2023
0,Adult,0,0,25 to 34 years,s7,Sunset,Jul,2023,TRUE,2019
3,Senior,0,0,65 to 74 years,c2,Chinatown,Jul,2020,TRUE,2019
3,Senior,0,0,65 to 74 years,c2,Chinatown,May,2023,TRUE,2019
0,Adult,18,21,35 to 44 years,s7,Sunset,Jul,2023,TRUE,2014
0,Adult,0,0,45 to 54 years,m6,Mission,Feb,2023,TRUE,2019
3,Senior,0,0,65 to 74 years,s7,Sunset,Feb,2023,TRUE,2012
0,Adult,0,0,25 to 34 years,m6,Mission,Nov,2022,TRUE,2022
0,Adult,0,0,20 to 24 years,m6,Mission,Jun,2023,TRUE,2022
0,Adult,37,68,60 to 64 years,r3,Richmond,Jun,2023,TRUE,2018
3,Senior,0,0,65 to 74 years,r3,Richmond,Jul,2023,TRUE,2010
0,Adult,242,183,35 to 44 years,m6,Mission,Jul,2022,TRUE,2011
0,Adult,0,0,35 to 44 years,m6,Mission,Jul,2023,TRUE,2016
0,Adult,0,0,35 to 44 years,c2,Chinatown,Jun,2023,TRUE,2021
0,Adult,0,0,60 to 64 years,c2,Chinatown,Jul,2023,TRUE,2021
3,Senior,5149,2079,65 to 74 years,m6,Mission,Jul,2023,TRUE,2003
0,Adult,0,0,35 to 44 years,c2,Chinatown,Jun,2023,TRUE,2016
0,Adult,0,0,35 to 44 years,c2,Chinatown,Jul,2023,TRUE,2012
0,Adult,0,0,45 to 54 years,s7,Sunset,Jun,2021,TRUE,2019
0,Adult,9,6,35 to 44 years,s7,Sunset,Sep,2021,TRUE,2015
0,Adult,326,137,35 to 44 years,r3,Richmond,Jul,2023,TRUE,2006
3,Senior,6,0,65 to 74 years,r3,Richmond,Oct,2022,TRUE,2020
0,Adult,8,1,20 to 24 years,m6,Mission,Jun,2021,TRUE,2017
0,Adult,48,10,35 to 44 years,m6,Mission,May,2023,TRUE,2009
3,Senior,0,0,65 to 74 years,c2,Chinatown,Jul,2023,TRUE,2018
0,Adult,3,0,25 to 34 years,c2,Chinatown,Jul,2023,TRUE,2019
0,Adult,0,0,25 to 34 years,c2,Chinatown,Jul,2023,TRUE,2016
0,Adult,0,0,35 to 44 years,c2,Chinatown,Dec,2022,TRUE,2016
0,Adult,1,1,45 to 54 years,c2,Chinatown,Jun,2022,TRUE,2022
3,Senior,0,0,75 years and over,c2,Chinatown,Oct,2021,TRUE,2020
0,Adult,0,0,25 to 34 years,c2,Chinatown,Feb,2020,TRUE,2020
0,Adult,0,0,35 to 44 years,c2,Chinatown,Jul,2023,TRUE,2006
0,Adult,0,0,45 to 54 years,c2,Chinatown,Jun,2023,TRUE,2019
0,Adult,0,0,60 to 64 years,c2,Chinatown,Jul,2023,TRUE,2020
0,Adult,6,0,45 to 54 years,m6,Mission,Dec,2021,TRUE,2013
0,Adult,0,0,45 to 54 years,m6,Mission,Nov,2019,FALSE,2019
0,Adult,27,24,35 to 44 years,m6,Mission,Jul,2023,TRUE,2017
0,Adult,45,14,25 to 34 years,s7,Sunset,Jul,2022,TRUE,2019
0,Adult,0,0,25 to 34 years,c2,Chinatown,Jul,2023,TRUE,2023
0,Adult,14,1,45 to 54 years,m6,Mission,May,2023,TRUE,2009
0,Adult,0,0,35 to 44 years,r3,Richmond,Jul,2023,TRUE,2022
0,Adult,0,0,45 to 54 years,r3,Richmond,Jul,2023,TRUE,2019
0,Adult,0,0,45 to 54 years,r3,Richmond,Jul,2023,TRUE,2019
0,Adult,0,0,35 to 44 years,r3,Richmond,Jul,2023,TRUE,2022
0,Adult,8,13,25 to 34 years,s7,Sunset,Dec,2022,TRUE,2021
0,Adult,0,0,35 to 44 years,c2,Chinatown,May,2023,TRUE,2018
3,Senior,0,0,75 years and over,c2,Chinatown,Jul,2023,TRUE,2015
3,Senior,0,0,65 to 74 years,c2,Chinatown,Jul,2023,TRUE,2017
